2025-03-21 15:23:40,244 - QuoteAnalysis.py:82 - INFO - falling_top_speed: [Rank(code='HK.00700', name='腾讯控股', open_price=518.0, last_price=511.0, high_price=526.0, low_price=505.5, pre_close_price=519.5, change_rate=-0.0135, first_derivative=0.5, second_derivative=1.0, second_derivative_mean=1.0, last_sec_derivative=0.0, last_sec_derivative_mean=0.0, rank=0, last_rank=0)]
2025-03-21 15:24:00,508 - QuoteAnalysis.py:82 - INFO - falling_top_speed: [Rank(code='HK.00700', name='腾讯控股', open_price=518.0, last_price=511.0, high_price=526.0, low_price=505.5, pre_close_price=519.5, change_rate=-0.0135, first_derivative=0.0, second_derivative=0.0, second_derivative_mean=0.07142857142857142, last_sec_derivative=0.0, last_sec_derivative_mean=0.0, rank=0, last_rank=0)]
2025-03-21 15:24:00,510 - QuoteAnalysis.py:87 - INFO - falling_top_acceleration: [Rank(code='HK.00700', name='腾讯控股', open_price=518.0, last_price=511.0, high_price=526.0, low_price=505.5, pre_close_price=519.5, change_rate=-0.0135, first_derivative=0.0, second_derivative=0.0, second_derivative_mean=0.07142857142857142, last_sec_derivative=0.0, last_sec_derivative_mean=0.0, rank=0, last_rank=0)]
2025-03-21 15:24:00,510 - QuoteAnalysis.py:92 - INFO - falling_top_acceleration_mean: [Rank(code='HK.00700', name='腾讯控股', open_price=518.0, last_price=511.0, high_price=526.0, low_price=505.5, pre_close_price=519.5, change_rate=-0.0135, first_derivative=0.0, second_derivative=0.0, second_derivative_mean=0.07142857142857142, last_sec_derivative=0.0, last_sec_derivative_mean=0.0, rank=0, last_rank=0)]
2025-03-21 15:24:00,762 - QuoteAnalysis.py:82 - INFO - falling_top_speed: [Rank(code='HK.00700', name='腾讯控股', open_price=518.0, last_price=510.5, high_price=526.0, low_price=505.5, pre_close_price=519.5, change_rate=-0.0145, first_derivative=-0.5, second_derivative=-0.5, second_derivative_mean=0.0, last_sec_derivative=0.0, last_sec_derivative_mean=0.0, rank=0, last_rank=0)]
2025-03-21 15:24:00,763 - QuoteAnalysis.py:87 - INFO - falling_top_acceleration: [Rank(code='HK.00700', name='腾讯控股', open_price=518.0, last_price=510.5, high_price=526.0, low_price=505.5, pre_close_price=519.5, change_rate=-0.0145, first_derivative=-0.5, second_derivative=-0.5, second_derivative_mean=0.0, last_sec_derivative=0.0, last_sec_derivative_mean=0.0, rank=0, last_rank=0)]
2025-03-21 15:24:00,763 - QuoteAnalysis.py:92 - INFO - falling_top_acceleration_mean: [Rank(code='HK.00700', name='腾讯控股', open_price=518.0, last_price=510.5, high_price=526.0, low_price=505.5, pre_close_price=519.5, change_rate=-0.0145, first_derivative=-0.5, second_derivative=-0.5, second_derivative_mean=0.0, last_sec_derivative=0.0, last_sec_derivative_mean=0.0, rank=0, last_rank=0)]
2025-03-21 15:24:01,181 - QuoteAnalysis.py:82 - INFO - falling_top_speed: [Rank(code='HK.00700', name='腾讯控股', open_price=518.0, last_price=510.5, high_price=526.0, low_price=505.5, pre_close_price=519.5, change_rate=-0.0145, first_derivative=-0.5, second_derivative=-0.5, second_derivative_mean=0.0, last_sec_derivative=0.0, last_sec_derivative_mean=0.0, rank=0, last_rank=0)]
2025-03-21 15:24:01,181 - QuoteAnalysis.py:87 - INFO - falling_top_acceleration: [Rank(code='HK.00700', name='腾讯控股', open_price=518.0, last_price=510.5, high_price=526.0, low_price=505.5, pre_close_price=519.5, change_rate=-0.0145, first_derivative=-0.5, second_derivative=-0.5, second_derivative_mean=0.0, last_sec_derivative=0.0, last_sec_derivative_mean=0.0, rank=0, last_rank=0)]
2025-03-21 15:24:01,181 - QuoteAnalysis.py:92 - INFO - falling_top_acceleration_mean: [Rank(code='HK.00700', name='腾讯控股', open_price=518.0, last_price=510.5, high_price=526.0, low_price=505.5, pre_close_price=519.5, change_rate=-0.0145, first_derivative=-0.5, second_derivative=-0.5, second_derivative_mean=0.0, last_sec_derivative=0.0, last_sec_derivative_mean=0.0, rank=0, last_rank=0)]
2025-03-21 15:24:01,328 - QuoteAnalysis.py:82 - INFO - falling_top_speed: [Rank(code='HK.00700', name='腾讯控股', open_price=518.0, last_price=511.0, high_price=526.0, low_price=505.5, pre_close_price=519.5, change_rate=-0.0135, first_derivative=0.5, second_derivative=1.0, second_derivative_mean=0.1111111111111111, last_sec_derivative=0.0, last_sec_derivative_mean=0.0, rank=0, last_rank=0)]
2025-03-21 15:24:01,328 - QuoteAnalysis.py:87 - INFO - falling_top_acceleration: [Rank(code='HK.00700', name='腾讯控股', open_price=518.0, last_price=511.0, high_price=526.0, low_price=505.5, pre_close_price=519.5, change_rate=-0.0135, first_derivative=0.5, second_derivative=1.0, second_derivative_mean=0.1111111111111111, last_sec_derivative=0.0, last_sec_derivative_mean=0.0, rank=0, last_rank=0)]
2025-03-21 15:24:01,328 - QuoteAnalysis.py:92 - INFO - falling_top_acceleration_mean: [Rank(code='HK.00700', name='腾讯控股', open_price=518.0, last_price=511.0, high_price=526.0, low_price=505.5, pre_close_price=519.5, change_rate=-0.0135, first_derivative=0.5, second_derivative=1.0, second_derivative_mean=0.1111111111111111, last_sec_derivative=0.0, last_sec_derivative_mean=0.0, rank=0, last_rank=0)]
2025-03-21 15:24:01,401 - QuoteAnalysis.py:82 - INFO - falling_top_speed: [Rank(code='HK.00700', name='腾讯控股', open_price=518.0, last_price=510.5, high_price=526.0, low_price=505.5, pre_close_price=519.5, change_rate=-0.0145, first_derivative=0.0, second_derivative=0.5, second_derivative_mean=0.05555555555555555, last_sec_derivative=0.0, last_sec_derivative_mean=0.0, rank=0, last_rank=0)]
2025-03-21 15:24:01,401 - QuoteAnalysis.py:87 - INFO - falling_top_acceleration: [Rank(code='HK.00700', name='腾讯控股', open_price=518.0, last_price=510.5, high_price=526.0, low_price=505.5, pre_close_price=519.5, change_rate=-0.0145, first_derivative=0.0, second_derivative=0.5, second_derivative_mean=0.05555555555555555, last_sec_derivative=0.0, last_sec_derivative_mean=0.0, rank=0, last_rank=0)]
2025-03-21 15:24:01,402 - QuoteAnalysis.py:92 - INFO - falling_top_acceleration_mean: [Rank(code='HK.00700', name='腾讯控股', open_price=518.0, last_price=510.5, high_price=526.0, low_price=505.5, pre_close_price=519.5, change_rate=-0.0145, first_derivative=0.0, second_derivative=0.5, second_derivative_mean=0.05555555555555555, last_sec_derivative=0.0, last_sec_derivative_mean=0.0, rank=0, last_rank=0)]
2025-03-21 15:24:02,214 - QuoteAnalysis.py:82 - INFO - falling_top_speed: [Rank(code='HK.00700', name='腾讯控股', open_price=518.0, last_price=510.5, high_price=526.0, low_price=505.5, pre_close_price=519.5, change_rate=-0.0145, first_derivative=0.0, second_derivative=0.5, second_derivative_mean=0.05555555555555555, last_sec_derivative=0.0, last_sec_derivative_mean=0.0, rank=0, last_rank=0)]
2025-03-21 15:24:02,215 - QuoteAnalysis.py:87 - INFO - falling_top_acceleration: [Rank(code='HK.00700', name='腾讯控股', open_price=518.0, last_price=510.5, high_price=526.0, low_price=505.5, pre_close_price=519.5, change_rate=-0.0145, first_derivative=0.0, second_derivative=0.5, second_derivative_mean=0.05555555555555555, last_sec_derivative=0.0, last_sec_derivative_mean=0.0, rank=0, last_rank=0)]
2025-03-21 15:24:02,215 - QuoteAnalysis.py:92 - INFO - falling_top_acceleration_mean: [Rank(code='HK.00700', name='腾讯控股', open_price=518.0, last_price=510.5, high_price=526.0, low_price=505.5, pre_close_price=519.5, change_rate=-0.0145, first_derivative=0.0, second_derivative=0.5, second_derivative_mean=0.05555555555555555, last_sec_derivative=0.0, last_sec_derivative_mean=0.0, rank=0, last_rank=0)]
2025-03-21 15:24:03,168 - QuoteAnalysis.py:82 - INFO - falling_top_speed: [Rank(code='HK.00700', name='腾讯控股', open_price=518.0, last_price=511.0, high_price=526.0, low_price=505.5, pre_close_price=519.5, change_rate=-0.0135, first_derivative=0.5, second_derivative=0.5, second_derivative_mean=0.1, last_sec_derivative=0.0, last_sec_derivative_mean=0.0, rank=0, last_rank=0)]
2025-03-21 15:24:03,168 - QuoteAnalysis.py:87 - INFO - falling_top_acceleration: [Rank(code='HK.00700', name='腾讯控股', open_price=518.0, last_price=511.0, high_price=526.0, low_price=505.5, pre_close_price=519.5, change_rate=-0.0135, first_derivative=0.5, second_derivative=0.5, second_derivative_mean=0.1, last_sec_derivative=0.0, last_sec_derivative_mean=0.0, rank=0, last_rank=0)]
2025-03-21 15:24:03,169 - QuoteAnalysis.py:92 - INFO - falling_top_acceleration_mean: [Rank(code='HK.00700', name='腾讯控股', open_price=518.0, last_price=511.0, high_price=526.0, low_price=505.5, pre_close_price=519.5, change_rate=-0.0135, first_derivative=0.5, second_derivative=0.5, second_derivative_mean=0.1, last_sec_derivative=0.0, last_sec_derivative_mean=0.0, rank=0, last_rank=0)]
2025-03-21 15:24:03,315 - QuoteAnalysis.py:82 - INFO - falling_top_speed: [Rank(code='HK.00700', name='腾讯控股', open_price=518.0, last_price=511.0, high_price=526.0, low_price=505.5, pre_close_price=519.5, change_rate=-0.0135, first_derivative=0.5, second_derivative=0.5, second_derivative_mean=0.1, last_sec_derivative=0.0, last_sec_derivative_mean=0.0, rank=0, last_rank=0)]
2025-03-21 15:24:03,315 - QuoteAnalysis.py:87 - INFO - falling_top_acceleration: [Rank(code='HK.00700', name='腾讯控股', open_price=518.0, last_price=511.0, high_price=526.0, low_price=505.5, pre_close_price=519.5, change_rate=-0.0135, first_derivative=0.5, second_derivative=0.5, second_derivative_mean=0.1, last_sec_derivative=0.0, last_sec_derivative_mean=0.0, rank=0, last_rank=0)]
2025-03-21 15:24:03,316 - QuoteAnalysis.py:92 - INFO - falling_top_acceleration_mean: [Rank(code='HK.00700', name='腾讯控股', open_price=518.0, last_price=511.0, high_price=526.0, low_price=505.5, pre_close_price=519.5, change_rate=-0.0135, first_derivative=0.5, second_derivative=0.5, second_derivative_mean=0.1, last_sec_derivative=0.0, last_sec_derivative_mean=0.0, rank=0, last_rank=0)]
2025-03-21 15:24:03,457 - QuoteAnalysis.py:82 - INFO - falling_top_speed: [Rank(code='HK.00700', name='腾讯控股', open_price=518.0, last_price=511.0, high_price=526.0, low_price=505.5, pre_close_price=519.5, change_rate=-0.0135, first_derivative=0.5, second_derivative=0.5, second_derivative_mean=0.1, last_sec_derivative=0.0, last_sec_derivative_mean=0.0, rank=0, last_rank=0)]
2025-03-21 15:24:03,458 - QuoteAnalysis.py:87 - INFO - falling_top_acceleration: [Rank(code='HK.00700', name='腾讯控股', open_price=518.0, last_price=511.0, high_price=526.0, low_price=505.5, pre_close_price=519.5, change_rate=-0.0135, first_derivative=0.5, second_derivative=0.5, second_derivative_mean=0.1, last_sec_derivative=0.0, last_sec_derivative_mean=0.0, rank=0, last_rank=0)]
2025-03-21 15:24:03,458 - QuoteAnalysis.py:92 - INFO - falling_top_acceleration_mean: [Rank(code='HK.00700', name='腾讯控股', open_price=518.0, last_price=511.0, high_price=526.0, low_price=505.5, pre_close_price=519.5, change_rate=-0.0135, first_derivative=0.5, second_derivative=0.5, second_derivative_mean=0.1, last_sec_derivative=0.0, last_sec_derivative_mean=0.0, rank=0, last_rank=0)]
2025-03-21 15:24:04,447 - QuoteAnalysis.py:82 - INFO - falling_top_speed: [Rank(code='HK.00700', name='腾讯控股', open_price=518.0, last_price=511.0, high_price=526.0, low_price=505.5, pre_close_price=519.5, change_rate=-0.0135, first_derivative=0.5, second_derivative=0.5, second_derivative_mean=0.1, last_sec_derivative=0.0, last_sec_derivative_mean=0.0, rank=0, last_rank=0)]
2025-03-21 15:24:04,448 - QuoteAnalysis.py:87 - INFO - falling_top_acceleration: [Rank(code='HK.00700', name='腾讯控股', open_price=518.0, last_price=511.0, high_price=526.0, low_price=505.5, pre_close_price=519.5, change_rate=-0.0135, first_derivative=0.5, second_derivative=0.5, second_derivative_mean=0.1, last_sec_derivative=0.0, last_sec_derivative_mean=0.0, rank=0, last_rank=0)]
2025-03-21 15:24:04,448 - QuoteAnalysis.py:92 - INFO - falling_top_acceleration_mean: [Rank(code='HK.00700', name='腾讯控股', open_price=518.0, last_price=511.0, high_price=526.0, low_price=505.5, pre_close_price=519.5, change_rate=-0.0135, first_derivative=0.5, second_derivative=0.5, second_derivative_mean=0.1, last_sec_derivative=0.0, last_sec_derivative_mean=0.0, rank=0, last_rank=0)]
2025-03-21 15:24:05,372 - QuoteAnalysis.py:82 - INFO - falling_top_speed: [Rank(code='HK.00700', name='腾讯控股', open_price=518.0, last_price=510.5, high_price=526.0, low_price=505.5, pre_close_price=519.5, change_rate=-0.0145, first_derivative=-0.5, second_derivative=-1.0, second_derivative_mean=-0.1, last_sec_derivative=0.0, last_sec_derivative_mean=0.0, rank=0, last_rank=0)]
2025-03-21 15:24:05,372 - QuoteAnalysis.py:87 - INFO - falling_top_acceleration: [Rank(code='HK.00700', name='腾讯控股', open_price=518.0, last_price=510.5, high_price=526.0, low_price=505.5, pre_close_price=519.5, change_rate=-0.0145, first_derivative=-0.5, second_derivative=-1.0, second_derivative_mean=-0.1, last_sec_derivative=0.0, last_sec_derivative_mean=0.0, rank=0, last_rank=0)]
2025-03-21 15:24:05,372 - QuoteAnalysis.py:92 - INFO - falling_top_acceleration_mean: [Rank(code='HK.00700', name='腾讯控股', open_price=518.0, last_price=510.5, high_price=526.0, low_price=505.5, pre_close_price=519.5, change_rate=-0.0145, first_derivative=-0.5, second_derivative=-1.0, second_derivative_mean=-0.1, last_sec_derivative=0.0, last_sec_derivative_mean=0.0, rank=0, last_rank=0)]
2025-03-21 15:24:06,142 - QuoteAnalysis.py:82 - INFO - falling_top_speed: [Rank(code='HK.00700', name='腾讯控股', open_price=518.0, last_price=510.5, high_price=526.0, low_price=505.5, pre_close_price=519.5, change_rate=-0.0145, first_derivative=-0.5, second_derivative=-1.0, second_derivative_mean=-0.1, last_sec_derivative=0.0, last_sec_derivative_mean=0.0, rank=0, last_rank=0)]
2025-03-21 15:24:06,142 - QuoteAnalysis.py:87 - INFO - falling_top_acceleration: [Rank(code='HK.00700', name='腾讯控股', open_price=518.0, last_price=510.5, high_price=526.0, low_price=505.5, pre_close_price=519.5, change_rate=-0.0145, first_derivative=-0.5, second_derivative=-1.0, second_derivative_mean=-0.1, last_sec_derivative=0.0, last_sec_derivative_mean=0.0, rank=0, last_rank=0)]
2025-03-21 15:24:06,143 - QuoteAnalysis.py:92 - INFO - falling_top_acceleration_mean: [Rank(code='HK.00700', name='腾讯控股', open_price=518.0, last_price=510.5, high_price=526.0, low_price=505.5, pre_close_price=519.5, change_rate=-0.0145, first_derivative=-0.5, second_derivative=-1.0, second_derivative_mean=-0.1, last_sec_derivative=0.0, last_sec_derivative_mean=0.0, rank=0, last_rank=0)]
2025-03-21 15:24:07,161 - QuoteAnalysis.py:82 - INFO - falling_top_speed: [Rank(code='HK.00700', name='腾讯控股', open_price=518.0, last_price=511.0, high_price=526.0, low_price=505.5, pre_close_price=519.5, change_rate=-0.0135, first_derivative=0.5, second_derivative=1.0, second_derivative_mean=0.0, last_sec_derivative=0.0, last_sec_derivative_mean=0.0, rank=0, last_rank=0)]
2025-03-21 15:24:07,161 - QuoteAnalysis.py:87 - INFO - falling_top_acceleration: [Rank(code='HK.00700', name='腾讯控股', open_price=518.0, last_price=511.0, high_price=526.0, low_price=505.5, pre_close_price=519.5, change_rate=-0.0135, first_derivative=0.5, second_derivative=1.0, second_derivative_mean=0.0, last_sec_derivative=0.0, last_sec_derivative_mean=0.0, rank=0, last_rank=0)]
2025-03-21 15:24:07,161 - QuoteAnalysis.py:92 - INFO - falling_top_acceleration_mean: [Rank(code='HK.00700', name='腾讯控股', open_price=518.0, last_price=511.0, high_price=526.0, low_price=505.5, pre_close_price=519.5, change_rate=-0.0135, first_derivative=0.5, second_derivative=1.0, second_derivative_mean=0.0, last_sec_derivative=0.0, last_sec_derivative_mean=0.0, rank=0, last_rank=0)]
2025-03-21 15:24:07,200 - QuoteAnalysis.py:82 - INFO - falling_top_speed: [Rank(code='HK.00700', name='腾讯控股', open_price=518.0, last_price=511.0, high_price=526.0, low_price=505.5, pre_close_price=519.5, change_rate=-0.0135, first_derivative=0.5, second_derivative=1.0, second_derivative_mean=0.0, last_sec_derivative=0.0, last_sec_derivative_mean=0.0, rank=0, last_rank=0)]
2025-03-21 15:24:07,200 - QuoteAnalysis.py:87 - INFO - falling_top_acceleration: [Rank(code='HK.00700', name='腾讯控股', open_price=518.0, last_price=511.0, high_price=526.0, low_price=505.5, pre_close_price=519.5, change_rate=-0.0135, first_derivative=0.5, second_derivative=1.0, second_derivative_mean=0.0, last_sec_derivative=0.0, last_sec_derivative_mean=0.0, rank=0, last_rank=0)]
2025-03-21 15:24:07,200 - QuoteAnalysis.py:92 - INFO - falling_top_acceleration_mean: [Rank(code='HK.00700', name='腾讯控股', open_price=518.0, last_price=511.0, high_price=526.0, low_price=505.5, pre_close_price=519.5, change_rate=-0.0135, first_derivative=0.5, second_derivative=1.0, second_derivative_mean=0.0, last_sec_derivative=0.0, last_sec_derivative_mean=0.0, rank=0, last_rank=0)]
2025-03-21 15:24:09,223 - QuoteAnalysis.py:82 - INFO - falling_top_speed: [Rank(code='HK.00700', name='腾讯控股', open_price=518.0, last_price=511.0, high_price=526.0, low_price=505.5, pre_close_price=519.5, change_rate=-0.0135, first_derivative=0.5, second_derivative=1.0, second_derivative_mean=0.0, last_sec_derivative=0.0, last_sec_derivative_mean=0.0, rank=0, last_rank=0)]
2025-03-21 15:24:09,224 - QuoteAnalysis.py:87 - INFO - falling_top_acceleration: [Rank(code='HK.00700', name='腾讯控股', open_price=518.0, last_price=511.0, high_price=526.0, low_price=505.5, pre_close_price=519.5, change_rate=-0.0135, first_derivative=0.5, second_derivative=1.0, second_derivative_mean=0.0, last_sec_derivative=0.0, last_sec_derivative_mean=0.0, rank=0, last_rank=0)]
2025-03-21 15:24:09,224 - QuoteAnalysis.py:92 - INFO - falling_top_acceleration_mean: [Rank(code='HK.00700', name='腾讯控股', open_price=518.0, last_price=511.0, high_price=526.0, low_price=505.5, pre_close_price=519.5, change_rate=-0.0135, first_derivative=0.5, second_derivative=1.0, second_derivative_mean=0.0, last_sec_derivative=0.0, last_sec_derivative_mean=0.0, rank=0, last_rank=0)]
2025-03-21 15:24:09,492 - QuoteAnalysis.py:82 - INFO - falling_top_speed: [Rank(code='HK.00700', name='腾讯控股', open_price=518.0, last_price=510.5, high_price=526.0, low_price=505.5, pre_close_price=519.5, change_rate=-0.0145, first_derivative=-0.5, second_derivative=-1.0, second_derivative_mean=0.05, last_sec_derivative=0.0, last_sec_derivative_mean=0.0, rank=0, last_rank=0)]
2025-03-21 15:24:09,492 - QuoteAnalysis.py:87 - INFO - falling_top_acceleration: [Rank(code='HK.00700', name='腾讯控股', open_price=518.0, last_price=510.5, high_price=526.0, low_price=505.5, pre_close_price=519.5, change_rate=-0.0145, first_derivative=-0.5, second_derivative=-1.0, second_derivative_mean=0.05, last_sec_derivative=0.0, last_sec_derivative_mean=0.0, rank=0, last_rank=0)]
2025-03-21 15:24:09,492 - QuoteAnalysis.py:92 - INFO - falling_top_acceleration_mean: [Rank(code='HK.00700', name='腾讯控股', open_price=518.0, last_price=510.5, high_price=526.0, low_price=505.5, pre_close_price=519.5, change_rate=-0.0145, first_derivative=-0.5, second_derivative=-1.0, second_derivative_mean=0.05, last_sec_derivative=0.0, last_sec_derivative_mean=0.0, rank=0, last_rank=0)]
2025-03-21 15:24:09,510 - QuoteAnalysis.py:82 - INFO - falling_top_speed: [Rank(code='HK.00700', name='腾讯控股', open_price=518.0, last_price=510.5, high_price=526.0, low_price=505.5, pre_close_price=519.5, change_rate=-0.0145, first_derivative=-0.5, second_derivative=-1.0, second_derivative_mean=0.05, last_sec_derivative=0.0, last_sec_derivative_mean=0.0, rank=0, last_rank=0)]
2025-03-21 15:24:09,510 - QuoteAnalysis.py:87 - INFO - falling_top_acceleration: [Rank(code='HK.00700', name='腾讯控股', open_price=518.0, last_price=510.5, high_price=526.0, low_price=505.5, pre_close_price=519.5, change_rate=-0.0145, first_derivative=-0.5, second_derivative=-1.0, second_derivative_mean=0.05, last_sec_derivative=0.0, last_sec_derivative_mean=0.0, rank=0, last_rank=0)]
2025-03-21 15:24:09,510 - QuoteAnalysis.py:92 - INFO - falling_top_acceleration_mean: [Rank(code='HK.00700', name='腾讯控股', open_price=518.0, last_price=510.5, high_price=526.0, low_price=505.5, pre_close_price=519.5, change_rate=-0.0145, first_derivative=-0.5, second_derivative=-1.0, second_derivative_mean=0.05, last_sec_derivative=0.0, last_sec_derivative_mean=0.0, rank=0, last_rank=0)]
2025-03-21 15:24:09,549 - QuoteAnalysis.py:82 - INFO - falling_top_speed: [Rank(code='HK.00700', name='腾讯控股', open_price=518.0, last_price=510.5, high_price=526.0, low_price=505.5, pre_close_price=519.5, change_rate=-0.0145, first_derivative=-0.5, second_derivative=-1.0, second_derivative_mean=0.05, last_sec_derivative=0.0, last_sec_derivative_mean=0.0, rank=0, last_rank=0)]
2025-03-21 15:24:09,549 - QuoteAnalysis.py:87 - INFO - falling_top_acceleration: [Rank(code='HK.00700', name='腾讯控股', open_price=518.0, last_price=510.5, high_price=526.0, low_price=505.5, pre_close_price=519.5, change_rate=-0.0145, first_derivative=-0.5, second_derivative=-1.0, second_derivative_mean=0.05, last_sec_derivative=0.0, last_sec_derivative_mean=0.0, rank=0, last_rank=0)]
2025-03-21 15:24:09,549 - QuoteAnalysis.py:92 - INFO - falling_top_acceleration_mean: [Rank(code='HK.00700', name='腾讯控股', open_price=518.0, last_price=510.5, high_price=526.0, low_price=505.5, pre_close_price=519.5, change_rate=-0.0145, first_derivative=-0.5, second_derivative=-1.0, second_derivative_mean=0.05, last_sec_derivative=0.0, last_sec_derivative_mean=0.0, rank=0, last_rank=0)]
2025-03-21 15:24:09,597 - QuoteAnalysis.py:82 - INFO - falling_top_speed: [Rank(code='HK.00700', name='腾讯控股', open_price=518.0, last_price=510.5, high_price=526.0, low_price=505.5, pre_close_price=519.5, change_rate=-0.0145, first_derivative=-0.5, second_derivative=-1.0, second_derivative_mean=0.05, last_sec_derivative=0.0, last_sec_derivative_mean=0.0, rank=0, last_rank=0)]
2025-03-21 15:24:09,598 - QuoteAnalysis.py:87 - INFO - falling_top_acceleration: [Rank(code='HK.00700', name='腾讯控股', open_price=518.0, last_price=510.5, high_price=526.0, low_price=505.5, pre_close_price=519.5, change_rate=-0.0145, first_derivative=-0.5, second_derivative=-1.0, second_derivative_mean=0.05, last_sec_derivative=0.0, last_sec_derivative_mean=0.0, rank=0, last_rank=0)]
2025-03-21 15:24:09,598 - QuoteAnalysis.py:92 - INFO - falling_top_acceleration_mean: [Rank(code='HK.00700', name='腾讯控股', open_price=518.0, last_price=510.5, high_price=526.0, low_price=505.5, pre_close_price=519.5, change_rate=-0.0145, first_derivative=-0.5, second_derivative=-1.0, second_derivative_mean=0.05, last_sec_derivative=0.0, last_sec_derivative_mean=0.0, rank=0, last_rank=0)]
2025-03-21 15:24:11,988 - QuoteAnalysis.py:82 - INFO - falling_top_speed: [Rank(code='HK.00700', name='腾讯控股', open_price=518.0, last_price=510.5, high_price=526.0, low_price=505.5, pre_close_price=519.5, change_rate=-0.0145, first_derivative=-0.5, second_derivative=-1.0, second_derivative_mean=0.05, last_sec_derivative=0.0, last_sec_derivative_mean=0.0, rank=0, last_rank=0)]
2025-03-21 15:24:11,989 - QuoteAnalysis.py:87 - INFO - falling_top_acceleration: [Rank(code='HK.00700', name='腾讯控股', open_price=518.0, last_price=510.5, high_price=526.0, low_price=505.5, pre_close_price=519.5, change_rate=-0.0145, first_derivative=-0.5, second_derivative=-1.0, second_derivative_mean=0.05, last_sec_derivative=0.0, last_sec_derivative_mean=0.0, rank=0, last_rank=0)]
2025-03-21 15:24:11,989 - QuoteAnalysis.py:92 - INFO - falling_top_acceleration_mean: [Rank(code='HK.00700', name='腾讯控股', open_price=518.0, last_price=510.5, high_price=526.0, low_price=505.5, pre_close_price=519.5, change_rate=-0.0145, first_derivative=-0.5, second_derivative=-1.0, second_derivative_mean=0.05, last_sec_derivative=0.0, last_sec_derivative_mean=0.0, rank=0, last_rank=0)]
2025-03-21 15:24:14,212 - QuoteAnalysis.py:82 - INFO - falling_top_speed: [Rank(code='HK.00700', name='腾讯控股', open_price=518.0, last_price=510.5, high_price=526.0, low_price=505.5, pre_close_price=519.5, change_rate=-0.0145, first_derivative=-0.5, second_derivative=-1.0, second_derivative_mean=0.05, last_sec_derivative=0.0, last_sec_derivative_mean=0.0, rank=0, last_rank=0)]
2025-03-21 15:24:14,213 - QuoteAnalysis.py:87 - INFO - falling_top_acceleration: [Rank(code='HK.00700', name='腾讯控股', open_price=518.0, last_price=510.5, high_price=526.0, low_price=505.5, pre_close_price=519.5, change_rate=-0.0145, first_derivative=-0.5, second_derivative=-1.0, second_derivative_mean=0.05, last_sec_derivative=0.0, last_sec_derivative_mean=0.0, rank=0, last_rank=0)]
2025-03-21 15:24:14,213 - QuoteAnalysis.py:92 - INFO - falling_top_acceleration_mean: [Rank(code='HK.00700', name='腾讯控股', open_price=518.0, last_price=510.5, high_price=526.0, low_price=505.5, pre_close_price=519.5, change_rate=-0.0145, first_derivative=-0.5, second_derivative=-1.0, second_derivative_mean=0.05, last_sec_derivative=0.0, last_sec_derivative_mean=0.0, rank=0, last_rank=0)]
2025-03-21 15:24:14,472 - QuoteAnalysis.py:82 - INFO - falling_top_speed: [Rank(code='HK.00700', name='腾讯控股', open_price=518.0, last_price=511.0, high_price=526.0, low_price=505.5, pre_close_price=519.5, change_rate=-0.0135, first_derivative=0.5, second_derivative=1.0, second_derivative_mean=0.0, last_sec_derivative=0.0, last_sec_derivative_mean=0.0, rank=0, last_rank=0)]
2025-03-21 15:24:14,472 - QuoteAnalysis.py:87 - INFO - falling_top_acceleration: [Rank(code='HK.00700', name='腾讯控股', open_price=518.0, last_price=511.0, high_price=526.0, low_price=505.5, pre_close_price=519.5, change_rate=-0.0135, first_derivative=0.5, second_derivative=1.0, second_derivative_mean=0.0, last_sec_derivative=0.0, last_sec_derivative_mean=0.0, rank=0, last_rank=0)]
2025-03-21 15:24:14,472 - QuoteAnalysis.py:92 - INFO - falling_top_acceleration_mean: [Rank(code='HK.00700', name='腾讯控股', open_price=518.0, last_price=511.0, high_price=526.0, low_price=505.5, pre_close_price=519.5, change_rate=-0.0135, first_derivative=0.5, second_derivative=1.0, second_derivative_mean=0.0, last_sec_derivative=0.0, last_sec_derivative_mean=0.0, rank=0, last_rank=0)]
2025-03-21 15:24:14,826 - QuoteAnalysis.py:82 - INFO - falling_top_speed: [Rank(code='HK.00700', name='腾讯控股', open_price=518.0, last_price=511.0, high_price=526.0, low_price=505.5, pre_close_price=519.5, change_rate=-0.0135, first_derivative=0.5, second_derivative=1.0, second_derivative_mean=0.0, last_sec_derivative=0.0, last_sec_derivative_mean=0.0, rank=0, last_rank=0)]
2025-03-21 15:24:14,827 - QuoteAnalysis.py:87 - INFO - falling_top_acceleration: [Rank(code='HK.00700', name='腾讯控股', open_price=518.0, last_price=511.0, high_price=526.0, low_price=505.5, pre_close_price=519.5, change_rate=-0.0135, first_derivative=0.5, second_derivative=1.0, second_derivative_mean=0.0, last_sec_derivative=0.0, last_sec_derivative_mean=0.0, rank=0, last_rank=0)]
2025-03-21 15:24:14,827 - QuoteAnalysis.py:92 - INFO - falling_top_acceleration_mean: [Rank(code='HK.00700', name='腾讯控股', open_price=518.0, last_price=511.0, high_price=526.0, low_price=505.5, pre_close_price=519.5, change_rate=-0.0135, first_derivative=0.5, second_derivative=1.0, second_derivative_mean=0.0, last_sec_derivative=0.0, last_sec_derivative_mean=0.0, rank=0, last_rank=0)]
